scaffold,start,end,mid,sites,pi_Egglayer,pi_Brooder,dxy_Egglayer_Brooder,Fst_Egglayer_Brooder
Contig47979,52741,55740,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,52771,55770,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,52801,55800,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,52831,55830,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,52861,55860,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,52891,55890,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,52921,55920,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,52951,55950,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,52981,55980,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,53011,56010,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,53041,56040,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,53071,56070,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,53101,56100,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,53131,56130,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,53161,56160,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,53191,56190,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,53221,56220,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,53251,56250,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,53281,56280,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,53311,56310,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,53341,56340,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,53371,56370,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,53401,56400,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,53431,56430,54725,412,0.0023,0.0039,0.0032,0.0116
Contig47979,53461,56460,54754,419,0.0022,0.0038,0.0031,0.0116
Contig47979,53491,56490,54862,447,0.0021,0.0035,0.0029,0.0116
Contig47979,53521,56520,54959,475,0.002,0.0033,0.0027,0.0116
Contig47979,53551,56550,55032,498,0.0019,0.0032,0.0026,0.0116
Contig47979,53581,56580,55119,528,0.0018,0.003,0.0025,0.0116
Contig47979,53611,56610,55188,554,0.0017,0.0029,0.0023,0.0116
Contig47979,53641,56640,55262,584,0.0023,0.0042,0.0034,0.017
Contig47979,53671,56670,55330,614,0.0023,0.0041,0.0033,0.0168
Contig47979,53701,56700,55393,644,0.0021,0.0039,0.0032,0.0168
Contig47979,53731,56730,55427,661,0.0024,0.0038,0.0032,0.0168
Contig47979,53761,56760,55484,691,0.0023,0.0038,0.0032,0.0168
Contig47979,53791,56790,55538,721,0.0023,0.0037,0.0031,0.0165
Contig47979,53821,56820,55587,750,0.0022,0.0036,0.003,0.0163
Contig47979,53851,56850,55635,780,0.0021,0.0035,0.0029,0.0161
Contig47979,53881,56880,55681,810,0.002,0.0036,0.0029,0.0164
Contig47979,53911,56910,55724,840,0.0019,0.0036,0.0029,0.0162
Contig47979,53941,56940,55766,870,0.0019,0.0035,0.0028,0.0161
Contig47979,53971,56970,55805,900,0.0018,0.0033,0.0027,0.0161
Contig47979,54001,57000,55843,930,0.002,0.0034,0.0028,0.0148
Contig47979,54031,57030,55879,959,0.002,0.0034,0.0028,0.0147
Contig47979,54061,57060,55914,989,0.0024,0.0036,0.0031,0.0133
Contig47979,54091,57090,55948,1019,0.0024,0.0035,0.003,0.0133
Contig47979,54121,57120,55981,1049,0.0023,0.0035,0.003,0.0137
Contig47979,54151,57150,56014,1079,0.0025,0.0038,0.0033,0.0181
Contig47979,54181,57180,56045,1109,0.0029,0.0041,0.0037,0.0212
Contig47979,54211,57210,56075,1139,0.0028,0.0041,0.0037,0.0209
Contig47979,54241,57240,56105,1169,0.0027,0.004,0.0036,0.0208
Contig47979,54271,57270,56132,1198,0.0028,0.004,0.0036,0.0203
Contig47979,54301,57300,56182,1214,0.0028,0.0039,0.0035,0.0204
Contig47979,54331,57330,56249,1217,0.0035,0.0041,0.004,0.0201
Contig47979,54361,57360,56302,1230,0.0034,0.0041,0.004,0.02
Contig47979,54391,57390,56328,1260,0.0036,0.0043,0.0041,0.0188
Contig47979,54421,57420,56353,1290,0.0035,0.0042,0.004,0.0188
Contig47979,54451,57450,56377,1320,0.0036,0.0042,0.0041,0.0196
Contig47979,54481,57480,56429,1331,0.0038,0.0042,0.0042,0.0205
Contig47979,54511,57510,56492,1334,0.0038,0.0043,0.0043,0.0203
Contig47979,54541,57540,56549,1341,0.0038,0.0044,0.0043,0.0202
Contig47979,54571,57570,56581,1364,0.0038,0.0043,0.0043,0.0202
Contig47979,54601,57600,56603,1394,0.0037,0.0042,0.0042,0.0202
Contig47979,54631,57630,56620,1418,0.0036,0.0041,0.0041,0.0202
Contig47979,54661,57660,56641,1447,0.0035,0.0041,0.004,0.0202
Contig47979,54691,57690,56662,1477,0.004,0.0045,0.0044,0.0174
Contig47979,54721,57720,56701,1493,0.0039,0.0044,0.0044,0.0174
Contig47979,54751,57750,56749,1502,0.0041,0.0044,0.0044,0.0181
Contig47979,54781,57780,56808,1503,0.0036,0.0041,0.004,0.0198
Contig47979,54811,57810,56868,1503,0.0039,0.0046,0.0045,0.0193
Contig47979,54841,57840,56919,1489,0.004,0.0045,0.0044,0.0196
Contig47979,54871,57870,56957,1462,0.004,0.0045,0.0045,0.0199
Contig47979,54901,57900,56995,1436,0.004,0.0045,0.0045,0.0199
Contig47979,54931,57930,57015,1422,0.0041,0.0046,0.0046,0.0199
Contig47979,54961,57960,57037,1407,0.0041,0.0046,0.0046,0.0199
Contig47979,54991,57990,57074,1382,0.0042,0.0045,0.0045,0.0185
Contig47979,55021,58020,57120,1352,0.0043,0.0045,0.0046,0.0185
Contig47979,55051,58050,57148,1334,0.0044,0.0046,0.0047,0.0185
Contig47979,55081,58080,57148,1334,0.0044,0.0046,0.0047,0.0185
Contig47979,55111,58110,57148,1334,0.0044,0.0046,0.0047,0.0185
Contig47979,55141,58140,57148,1334,0.0044,0.0046,0.0047,0.0185
Contig47979,55171,58170,57148,1334,0.0044,0.0046,0.0047,0.0185
Contig47979,55201,58200,57148,1334,0.0044,0.0046,0.0047,0.0185
Contig47979,55231,58230,57148,1334,0.0044,0.0046,0.0047,0.0185
Contig47979,55261,58260,57148,1334,0.0044,0.0046,0.0047,0.0185
Contig47979,55291,58290,57148,1334,0.0044,0.0046,0.0047,0.0185
Contig47979,55321,58320,57148,1334,0.0044,0.0046,0.0047,0.0185
Contig47979,55351,58350,57148,1334,0.0044,0.0046,0.0047,0.0185
Contig47979,55381,58380,57148,1334,0.0044,0.0046,0.0047,0.0185
Contig47979,55411,58410,57148,1334,0.0044,0.0046,0.0047,0.0185
Contig47979,55441,58440,57148,1334,0.0044,0.0046,0.0047,0.0185
Contig47979,55471,58470,57153,1339,0.0043,0.0046,0.0047,0.0185
Contig47979,55501,58500,57182,1368,0.0042,0.0045,0.0046,0.0185
Contig47979,55531,58530,57209,1397,0.0041,0.0044,0.0045,0.0185
Contig47979,55561,58560,57218,1406,0.0046,0.0048,0.0049,0.0165
Contig47979,55591,58590,57218,1406,0.0045,0.0047,0.0048,0.0169
Contig47979,55621,58620,57218,1406,0.0045,0.0048,0.0048,0.0167
Contig47979,55651,58650,57218,1406,0.0045,0.0047,0.0048,0.0171
Contig47979,55681,58680,57218,1406,0.0047,0.0048,0.005,0.0169
Contig47979,55711,58710,57218,1406,0.0045,0.0048,0.0049,0.0168
Contig47979,55741,58740,57222,1410,0.0046,0.0049,0.005,0.0162
Contig47979,55771,58770,57242,1429,0.0045,0.0048,0.0049,0.0164
Contig47979,55801,58800,57269,1454,0.0044,0.0046,0.0047,0.017
Contig47979,55831,58830,57283,1467,0.0043,0.0046,0.0047,0.0173
Contig47979,55861,58860,57301,1484,0.0043,0.0045,0.0046,0.0172
Contig47979,55891,58890,57301,1484,0.0042,0.0045,0.0046,0.017
Contig47979,55921,58920,57301,1484,0.0043,0.0045,0.0046,0.0167
Contig47979,55951,58950,57301,1484,0.0044,0.0046,0.0047,0.0165
Contig47979,55981,58980,57301,1484,0.0043,0.0046,0.0047,0.0167
Contig47979,56011,59010,57301,1484,0.0043,0.0046,0.0046,0.0168
Contig47979,56041,59040,57301,1484,0.0043,0.0045,0.0046,0.017
Contig47979,56071,59070,57301,1484,0.0043,0.0046,0.0046,0.0168
Contig47979,56101,59100,57301,1484,0.0044,0.0046,0.0047,0.0162
Contig47979,56131,59130,57301,1484,0.0043,0.0045,0.0046,0.0172
Contig47979,56161,59160,57301,1484,0.0043,0.0045,0.0046,0.0168
Contig47979,56191,59190,57301,1484,0.0043,0.0045,0.0046,0.0174
Contig47979,56221,59220,57301,1484,0.0043,0.0045,0.0046,0.0167
Contig47979,56251,59250,57301,1484,0.0044,0.0046,0.0047,0.0162
Contig47979,56281,59280,57301,1484,0.0044,0.0046,0.0047,0.0165
Contig47979,56311,59310,57301,1484,0.0043,0.0046,0.0046,0.0168
Contig47979,56341,59340,57301,1484,0.0039,0.0041,0.0042,0.0185
Contig47979,56371,59370,57301,1484,0.0039,0.0042,0.0043,0.0184
Contig47979,56401,59400,57301,1484,0.0044,0.0046,0.0047,0.0162
Contig47979,56431,59430,57301,1484,0.0043,0.0045,0.0046,0.0166
Contig47979,56461,59460,57305,1477,0.0043,0.0045,0.0046,0.0168
Contig47979,56491,59490,57321,1449,0.0044,0.0046,0.0047,0.0168
Contig47979,56521,59520,57337,1421,0.0044,0.0047,0.0048,0.0168
Contig47979,56551,59550,57350,1398,0.0047,0.0049,0.005,0.0166
Contig47979,56581,59580,57367,1368,0.0048,0.005,0.0051,0.0162
Contig47979,56611,59610,57382,1342,0.0046,0.005,0.005,0.0177
Contig47979,56641,59640,57399,1312,0.0045,0.0043,0.0046,0.0161
Contig47979,56671,59670,57417,1282,0.0048,0.0047,0.0049,0.015
Contig47979,56701,59700,57434,1252,0.0047,0.0046,0.0048,0.0158
Contig47979,56731,59730,57444,1235,0.0048,0.0048,0.005,0.015
Contig47979,56761,59760,57462,1205,0.0048,0.0049,0.005,0.0153
Contig47979,56791,59790,57479,1175,0.0049,0.0049,0.0051,0.0151
Contig47979,56821,59820,57496,1146,0.005,0.005,0.0052,0.0156
Contig47979,56851,59850,57514,1116,0.005,0.005,0.0052,0.0159
Contig47979,56881,59880,57532,1086,0.0051,0.0049,0.0052,0.0157
Contig47979,56911,59910,57550,1056,0.0053,0.005,0.0054,0.0156
Contig47979,56941,59940,57568,1026,0.0054,0.0051,0.0055,0.0157
Contig47979,56971,59970,57587,996,0.0058,0.0055,0.0059,0.0153
Contig47979,57001,60000,57605,966,0.0056,0.0053,0.0057,0.0166
Contig47979,57031,60030,57623,937,0.0057,0.0053,0.0057,0.0169
Contig47979,57061,60060,57643,907,0.0055,0.0054,0.0057,0.0171
Contig47979,57091,60090,57662,877,0.0053,0.0053,0.0056,0.0184
Contig47979,57121,60120,57682,847,0.0058,0.0055,0.0059,0.0171
Contig47979,57151,60150,57702,817,0.0055,0.0051,0.0055,0.0142
Contig47979,57181,60180,57722,787,0.0054,0.0049,0.0053,0.0095
Contig47979,57211,60210,57743,757,0.0054,0.0047,0.0052,0.0101
Contig47979,57241,60240,57808,740,0.0057,0.0051,0.0055,0.0094
Contig47979,57271,60270,57830,711,0.0056,0.0049,0.0054,0.0101
Contig47979,57301,60300,57854,681,0.0058,0.0051,0.0056,0.0105
Contig47979,57331,60330,57878,652,0.005,0.0049,0.0051,0.0097
Contig47979,57361,60360,57904,622,0.0052,0.0049,0.0052,0.0105
Contig47979,57391,60390,57930,592,0.005,0.0047,0.005,0.0107
Contig47979,57421,60420,57972,565,0.0052,0.005,0.0052,0.0105
Contig47979,57451,60450,58002,535,0.0046,0.0046,0.0047,0.009
Contig47979,57481,60480,58126,525,0.0043,0.0045,0.0045,0.0082
Contig47979,57511,60510,58293,524,0.0051,0.0049,0.0051,0.0084
Contig47979,57541,60540,58383,504,0.0053,0.0049,0.0052,0.0087
Contig47979,57571,60570,58505,490,0.005,0.0048,0.005,0.0088
Contig47979,57601,60600,58633,476,0.0052,0.0047,0.0051,0.0099
Contig47979,57631,60630,58687,452,0.0058,0.0055,0.0058,0.0082
Contig47979,57661,60660,58758,423,0.0057,0.0056,0.0058,0.0094
Contig47979,57691,60690,58841,393,0.0045,0.0042,0.0045,0.0146
Contig47979,57721,60720,58935,363,0.0047,0.0043,0.0046,0.0148
Contig47979,57751,60750,59043,333,0.005,0.0051,0.0052,0.0106
Contig47979,57781,60780,59169,303,0.0055,0.0056,0.0057,0.0114
Contig47979,57811,60810,59320,273,0.0039,0.0032,0.0036,0.0082
Contig47979,57841,60840,59414,257,0.004,0.0033,0.0038,0.0088
Contig47979,57871,60870,59414,257,0.004,0.0034,0.0037,0.0081
Contig47979,57901,60900,59414,257,0.004,0.0032,0.0037,0.0073
Contig47979,57931,60930,59414,257,0.0039,0.0033,0.0037,0.0075
Contig47979,57961,60960,59414,257,0.0039,0.0033,0.0037,0.0104
Contig47979,57991,60990,59414,257,0.0036,0.003,0.0034,0.0072
Contig47979,58021,61020,59414,257,0.0036,0.003,0.0034,0.0073
Contig47979,58051,61050,59414,257,0.0038,0.0032,0.0035,0.0076
Contig47979,58081,61080,59414,257,0.0037,0.0031,0.0035,0.0075
Contig47979,58111,61110,59414,257,0.0035,0.0031,0.0034,0.0093
Contig47979,58141,61140,59414,257,0.0038,0.0032,0.0036,0.009
Contig47979,58171,61170,59414,257,0.0038,0.0031,0.0035,0.0074
Contig47979,58201,61200,59414,257,0.0039,0.0032,0.0036,0.0072
Contig47979,58231,61230,59414,257,0.0038,0.0032,0.0036,0.0072
Contig47979,58261,61260,59414,257,0.0038,0.0031,0.0035,0.0069
Contig47979,58291,61290,59414,257,0.0037,0.0031,0.0035,0.0076
Contig47979,58321,61320,59414,257,0.0039,0.0032,0.0036,0.0075
Contig47979,58351,61350,59414,257,0.0038,0.0032,0.0036,0.0074
Contig47979,58381,61380,59414,257,0.0037,0.0031,0.0035,0.0078
Contig47979,58411,61410,59414,257,0.0039,0.0032,0.0036,0.0067
Contig47979,58441,61440,59414,257,0.0037,0.0032,0.0035,0.0074
Contig47979,58471,61470,59432,252,0.0036,0.0032,0.0035,0.0111
Contig47979,58501,61500,59555,223,0.0042,0.0037,0.004,0.0079
Contig47979,58531,61530,59711,194,0.0051,0.0041,0.0047,0.0107
Contig47979,58561,61560,59768,185,0.0017,0.0009,0.0014,0.0418
Contig47979,58591,61590,59768,185,0.0017,0.0009,0.0014,0.0418
Contig47979,58621,61620,59768,185,0.0017,0.0009,0.0014,0.0418
Contig47979,58651,61650,59768,185,0.0017,0.0009,0.0014,0.0418
Contig47979,58681,61680,59768,185,0.0017,0.0009,0.0014,0.0418
Contig47979,58711,61710,59768,185,0.0017,0.0009,0.0014,0.0418
Contig47979,58741,61740,59791,181,0.0017,0.0009,0.0014,0.0418
Contig47979,58771,61770,59913,162,0.0019,0.001,0.0016,0.0418
Contig47979,58801,61800,60118,137,0.0023,0.0012,0.0019,0.0418
Contig47979,58831,61830,60254,124,0.0025,0.0013,0.0021,0.0418
Contig47979,58861,61860,60479,107,0.0029,0.0015,0.0024,0.0418
Contig47979,58891,61890,60479,107,0.0029,0.0015,0.0024,0.0418
Contig47979,58921,61920,60479,107,0.0029,0.0015,0.0024,0.0418
Contig47979,58951,61950,60479,107,0.0029,0.0015,0.0024,0.0418
Contig47979,58981,61980,60479,107,0.0029,0.0015,0.0024,0.0418
Contig47979,59011,62010,60479,107,0.0029,0.0015,0.0024,0.0418
Contig47979,59041,62040,60479,107,0.0029,0.0015,0.0024,0.0418
Contig47979,59071,62070,60536,111,0.0028,0.0014,0.0023,0.0418
Contig47979,59101,62100,60857,140,0.0022,0.0012,0.0019,0.04
Contig47979,59131,62130,61061,167,0.0019,0.0013,0.0017,0.0359
Contig47979,59161,62160,61182,188,0.0017,0.0011,0.0015,0.0359
Contig47979,59191,62190,61311,216,0.0014,0.001,0.0013,0.0359
Contig47979,59221,62220,61327,220,0.0014,0.001,0.0013,0.0359
Contig47979,59251,62250,61335,222,0.0014,0.0009,0.0013,0.0359
Contig47979,59281,62280,61347,225,0.0014,0.0009,0.0013,0.0359
Contig47979,59311,62310,61417,243,0.0013,0.0014,0.0014,0.0306
Contig47979,59341,62340,61440,249,0.0012,0.0014,0.0014,0.0306
Contig47979,59371,62370,61501,267,0.0017,0.0014,0.0016,0.0282
Contig47979,59401,62400,61569,289,0.0016,0.0013,0.0015,0.0282
Contig47979,59431,62430,61643,317,0.0014,0.0011,0.0014,0.0282
Contig47979,59461,62460,61700,341,0.0013,0.0011,0.0013,0.0276
Contig47979,59491,62490,61763,371,0.0012,0.0011,0.0013,0.0252
Contig47979,59521,62520,61818,401,0.0027,0.0039,0.0035,0.0203
Contig47979,59551,62550,61865,429,0.0025,0.0043,0.0037,0.0239
Contig47979,59581,62580,61899,451,0.0024,0.0046,0.0038,0.0244
Contig47979,59611,62610,61943,481,0.0025,0.0044,0.0037,0.024
Contig47979,59641,62640,61983,511,0.0028,0.0042,0.0038,0.0261
Contig47979,59671,62670,62020,541,0.0049,0.0051,0.0054,0.0271
Contig47979,59701,62700,62055,571,0.0051,0.0049,0.0054,0.0282
Contig47979,59731,62730,62087,600,0.0049,0.0047,0.0051,0.0282
Contig47979,59761,62760,62099,611,0.0048,0.0046,0.005,0.0282
Contig47979,59761,62760,62099,611,0.0048,0.0046,0.005,0.0282
Contig48348,3841,6840,6826,14,0.0,0.0035,0.0018,0.005
Contig48348,3871,6870,6826,14,0.0,0.0035,0.0018,0.005
Contig48348,3901,6900,6826,14,0.0,0.0035,0.0018,0.005
Contig48348,3931,6930,6826,14,0.0,0.0035,0.0018,0.005
Contig48348,3961,6960,6826,14,0.0,0.0035,0.0018,0.005
Contig48348,3991,6990,6902,28,0.0062,0.0022,0.0043,0.0111
Contig48348,4021,7020,6914,32,0.0054,0.0019,0.0038,0.0111
Contig48348,4051,7050,6914,32,0.0054,0.0019,0.0038,0.0111
Contig48348,4081,7080,6943,39,0.0044,0.0016,0.0031,0.0111
Contig48348,4111,7110,6987,55,0.0124,0.0103,0.0113,-0.0023
Contig48348,4141,7140,6987,55,0.0124,0.0103,0.0113,-0.0023
Contig48348,4171,7170,6987,55,0.0124,0.0103,0.0113,-0.0023
Contig48348,4201,7200,6995,57,0.012,0.0099,0.0109,-0.0023
Contig48348,4231,7230,7043,73,0.0163,0.0146,0.0153,-0.0034
Contig48348,4261,7260,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4291,7290,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4321,7320,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4351,7350,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4381,7380,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4411,7410,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4441,7440,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4471,7470,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4501,7500,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4531,7530,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4561,7560,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4591,7590,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4621,7620,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4651,7650,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4681,7680,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4711,7710,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4741,7740,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4771,7770,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4801,7800,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4831,7830,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4861,7860,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4891,7890,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4921,7920,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4951,7950,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,4981,7980,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5011,8010,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5041,8040,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5071,8070,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5101,8100,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5131,8130,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5161,8160,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5191,8190,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5221,8220,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5251,8250,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5281,8280,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5311,8310,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5341,8340,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5371,8370,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5401,8400,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5431,8430,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5461,8460,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5491,8490,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5521,8520,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5551,8550,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5581,8580,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5611,8610,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5641,8640,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5671,8670,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5701,8700,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5731,8730,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5761,8760,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5791,8790,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5821,8820,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5851,8850,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5881,8880,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5911,8910,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5941,8940,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,5971,8970,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6001,9000,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6031,9030,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6061,9060,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6091,9090,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6121,9120,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6151,9150,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6181,9180,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6211,9210,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6241,9240,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6271,9270,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6301,9300,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6331,9330,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6361,9360,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6391,9390,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6421,9420,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6451,9450,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6481,9480,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6511,9510,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6541,9540,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6571,9570,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6601,9600,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6631,9630,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6661,9660,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6691,9690,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6721,9720,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6751,9750,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6781,9780,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6811,9810,7053,77,0.0155,0.0139,0.0145,-0.0034
Contig48348,6841,9840,7104,63,0.0189,0.0162,0.0174,-0.0037
Contig48348,6871,9870,7104,63,0.0189,0.0162,0.0174,-0.0037
Contig48348,6901,9900,7104,63,0.0189,0.0162,0.0174,-0.0037
Contig48348,6931,9930,7104,63,0.0189,0.0162,0.0174,-0.0037
Contig48348,6961,9960,7104,63,0.0189,0.0162,0.0174,-0.0037
Contig48348,6991,9990,7139,49,0.0208,0.0205,0.0204,-0.0047
Contig48348,7021,10020,7152,45,0.0226,0.0224,0.0222,-0.0047
Contig48348,7051,10050,7152,45,0.0226,0.0224,0.0222,-0.0047
Contig48348,7081,10080,7166,38,0.0268,0.0265,0.0263,-0.0047
Contig48348,7111,10110,7218,22,0.0231,0.0229,0.0227,-0.0047
Contig48348,7141,10140,7218,22,0.0231,0.0229,0.0227,-0.0047
Contig48348,7171,10170,7218,22,0.0231,0.0229,0.0227,-0.0047
Contig48348,7201,10200,7220,20,0.0255,0.0252,0.025,-0.0047
Contig48348,7231,10230,7232,4,0.0,0.0,0.0,nan
Contig48348,9001,12000,11998,1,0.0,0.0,0.0,nan
Contig48348,9031,12030,12006,7,0.0051,0.0,0.0026,-0.0
Contig48348,9061,12060,12006,7,0.0051,0.0,0.0026,-0.0
Contig48348,9091,12090,12006,7,0.0051,0.0,0.0026,-0.0
Contig48348,9121,12120,12006,7,0.0051,0.0,0.0026,-0.0
Contig48348,9151,12150,12006,7,0.0051,0.0,0.0026,-0.0
Contig48348,9181,12180,12006,7,0.0051,0.0,0.0026,-0.0
Contig48348,9211,12210,12006,7,0.0051,0.0,0.0026,-0.0
Contig48348,9241,12240,12006,7,0.0051,0.0,0.0026,-0.0
Contig48348,9271,12270,12006,7,0.0051,0.0,0.0026,-0.0
Contig48348,9301,12300,12006,7,0.0051,0.0,0.0026,-0.0
Contig48348,9331,12330,12006,7,0.0051,0.0,0.0026,-0.0
Contig48348,9361,12360,12006,7,0.0051,0.0,0.0026,-0.0
Contig48348,9391,12390,12193,14,0.0026,0.0,0.0013,-0.0
Contig48348,9421,12420,12238,18,0.002,0.0,0.001,0.0
Contig48348,9451,12450,12238,18,0.002,0.0,0.001,0.0
Contig48348,9481,12480,12238,18,0.002,0.0,0.001,0.0
Contig48348,9511,12510,12238,18,0.002,0.0,0.001,0.0
Contig48348,9541,12540,12238,18,0.002,0.0,0.001,0.0
Contig48348,9571,12570,12238,18,0.002,0.0,0.001,0.0
Contig48348,9601,12600,12238,18,0.002,0.0,0.001,0.0
Contig48348,9631,12630,12238,18,0.002,0.0,0.001,0.0
Contig48348,9661,12660,12238,18,0.002,0.0,0.001,0.0
Contig48348,9691,12690,12238,18,0.002,0.0,0.001,0.0
Contig48348,9721,12720,12238,18,0.002,0.0,0.001,0.0
