scaffold,LG,av,inv_status
Contig46029,11,52.908,LGC11.1
Contig46033,6,5.105,LGC6.1/2
Contig46044,3,25.5905,collinear
Contig46046,1,50.726,collinear
Contig46053,3,24.399,collinear
Contig46058,2,19.766,collinear
Contig46059,4,1.5085,LGC4.1
Contig46064,2,37.1965,collinear
Contig46074,8,6.793,collinear
Contig46077,10,4.5355,LGC10.2
Contig46080,4,36.5505,collinear
Contig46081,4,6.082,collinear
Contig46082,17,21.1305,collinear
Contig46084,6,29.3,buffer
Contig46091,3,7.7255,collinear
Contig46095,7,2.679,collinear
Contig46099,5,9.4165,collinear
Contig461,11,32.8295,collinear
Contig46100,2,41.512,collinear
Contig46105,5,51.5745,collinear
Contig46111,8,54.3805,collinear
Contig46114,17,60.2805,LGC17.1
Contig46120,8,50.409,collinear
Contig46133,12,0,NA
Contig46134,12,32.98692457,NA
Contig46135,6,50.4695,collinear
Contig46144,10,19.0575,LGC10.2
Contig46145,5,45.739,collinear
Contig46155,3,65.4485,collinear
Contig46159,5,24.516,collinear
Contig46161,1,0.9655,LGC1.1
Contig46165,14,26.3765,LGC14.3
Contig46187,2,76.3745,collinear
Contig46189,1,22.4345,collinear
Contig46194,3,58.6295,collinear
Contig46195,4,21.1535,collinear
Contig46204,9,28.0725,LGC9.1
Contig46207,10,3.12,buffer
Contig46209,6,42.291,collinear
Contig4621,8,47.8575,collinear
Contig46216,5,45.739,collinear
Contig4622,6,0,buffer
Contig46228,2,48.8225,collinear
Contig46229,6,53.101,collinear
Contig46230,4,1.5085,LGC4.1
Contig46238,7,7.0735,collinear
Contig46239,3,30.3035,collinear
Contig4624,3,30.3035,collinear
Contig46247,6,34.682,collinear
Contig46248,1,22.4345,collinear
Contig46262,11,52.908,LGC11.1
Contig46263,9,2.4175,collinear
Contig46267,10,38.1865,LGC10.2
Contig46273,6,41.7285,collinear
Contig46275,9,11.628,collinear
Contig46283,3,33.145,collinear
Contig46298,2,15.1345,buffer
Contig46299,13,16.2945,collinear
Contig46301,9,11.6545,collinear
Contig46309,6,44.2655,collinear
Contig46313,7,36.0115,buffer
Contig46316,3,27.969,collinear
Contig46320,8,31.7975,collinear
Contig46329,7,28.0395,collinear
Contig4633,2,1.486,LGC2.1
Contig46332,2,54.455,collinear
Contig46337,6,10.898,LGC6.1/2
Contig46356,4,25.314,collinear
Contig46368,6,50.7515,collinear
Contig46374,9,28.0725,LGC9.1
Contig46375,15,34.983,collinear
Contig4638,12,46.1125,NA
Contig46380,14,6.781,LGC14.1/2
Contig46382,14,0.3875,buffer
Contig46383,14,0.3875,buffer
Contig46385,15,27.153,collinear
Contig46388,13,33.4745,collinear
Contig46391,10,17.901,LGC10.2
Contig46395,2,49.104,collinear
Contig46396,2,49.104,collinear
Contig46398,1,46.8185,collinear
Contig464,1,12.0025,collinear
Contig46403,11,24.462,collinear
Contig46404,11,24.462,collinear
Contig46418,8,40.811,collinear
Contig46420,1,80.9515,buffer
Contig46424,1,32.359,collinear
Contig46432,8,40.811,collinear
Contig46439,5,50.619,collinear
Contig4644,12,29.627,NA
Contig46441,1,0.9655,LGC1.1
Contig46447,4,32.744,collinear
Contig46460,14,10.2385,LGC14.1/2
Contig46462,1,25.0135,collinear
Contig46463,10,10.8735,LGC10.2
Contig46464,12,32.785,NA
Contig46476,2,14.3635,buffer
Contig46477,8,20.376,collinear
Contig46485,13,5.1805,collinear
Contig46488,10,4.5355,LGC10.2
Contig46491,12,28.202,NA
Contig46495,3,30.583,collinear
Contig46505,6,38.596,collinear
Contig46508,2,15.1345,buffer
Contig46514,10,11.108,LGC10.2
Contig46523,14,0.3875,buffer
Contig4653,9,18.6395,buffer
Contig46537,17,0.5915,collinear
Contig46538,4,33.763,collinear
Contig46549,2,41.512,collinear
Contig4656,10,1.8525,LGC10.1
Contig46564,4,35.22,collinear
Contig46568,16,13.992,collinear
Contig46586,12,33.904,NA
Contig46596,8,46.622,collinear
Contig46597,2,55.298,collinear
Contig46598,2,56.205,collinear
Contig466,2,54.455,collinear
Contig46602,10,6.2775,LGC10.2
Contig46605,3,25.89,collinear
Contig46609,9,47.4765,collinear
Contig46610,12,57.8515,NA
Contig46619,16,43.703,collinear
Contig4663,4,36.5505,collinear
Contig46631,3,30.3035,collinear
Contig46636,2,42.9175,collinear
Contig4664,1,46.538,collinear
Contig46641,3,38.5965,collinear
Contig46643,12,32.98692457,NA
Contig46644,7,39.766,collinear
Contig46645,7,39.766,collinear
Contig46649,3,24.399,collinear
Contig46651,1,50.726,collinear
Contig46654,16,2.097,collinear
Contig46661,8,16.61325,collinear
Contig46665,6,25.735,LGC6.1/2
Contig46692,4,14.1135,collinear
Contig46699,17,20.677,collinear
Contig46700,2,49.104,collinear
Contig46711,7,15.2505,collinear
Contig46712,7,15.2505,collinear
Contig46717,8,39.4045,collinear
Contig46718,13,32.067,collinear
Contig46725,7,51.372,buffer
Contig4673,3,25.89,collinear
Contig46743,13,20.9445,collinear
Contig4675,3,50.0635,collinear
Contig46752,6,36.0925,collinear
Contig4676,3,54.057,collinear
Contig46760,13,30.6585,collinear
Contig46763,5,42.821,collinear
Contig46765,2,58.6035,collinear
Contig46773,13,31.505,collinear
Contig46780,4,34.929,collinear
Contig46785,1,27.711,collinear
Contig46789,17,0.5915,collinear
Contig46790,8,35.164,collinear
Contig46795,14,10.2385,LGC14.1/2
Contig46802,3,21.02,collinear
Contig46803,2,50.324,collinear
Contig46807,12,34.1835,NA
Contig4681,9,29.4955,LGC9.1
Contig46816,4,53.623,collinear
Contig46819,1,41.2815,collinear
Contig46829,1,45.977,collinear
Contig46833,2,87.489,collinear
Contig4684,8,31.7975,collinear
Contig46845,15,46.8315,collinear
Contig46846,2,29.001,collinear
Contig46847,2,33.7995,collinear
Contig46850,2,53.894,collinear
Contig4686,8,2.1455,collinear
Contig46863,11,52.908,LGC11.1
Contig46870,15,38.4875,collinear
Contig46877,17,31.4462037,collinear
Contig46881,7,5.5455,collinear
Contig46883,4,12.657,collinear
Contig46885,7,18.633,collinear
Contig46886,2,27.744,collinear
Contig46892,4,1.5085,LGC4.1
Contig46893,10,25.09,LGC10.2
Contig46895,1,35.104,collinear
Contig46902,17,61.155,LGC17.1
Contig46919,13,26.4255,collinear
Contig46925,13,6.908,collinear
Contig4693,3,25.89,collinear
Contig46939,2,64.297,collinear
Contig46942,6,46.5235,collinear
Contig46944,5,30.2255,collinear
Contig46950,11,52.908,LGC11.1
Contig46956,7,15.2505,collinear
Contig46968,5,46.314,collinear
Contig46979,3,40.3085,collinear
Contig46983,14,8.524,LGC14.1/2
Contig46985,6,46.5235,collinear
Contig46987,12,32.98692457,NA
Contig46992,10,15.4495,LGC10.2
Contig46995,14,8.524,LGC14.1/2
Contig46996,2,61.7765,collinear
Contig46997,12,33.624,NA
Contig4700,11,52.48764286,buffer
Contig47003,1,27.20392121,collinear
Contig47007,12,46.1125,NA
Contig47008,3,38.3115,collinear
Contig47009,3,27.969,collinear
Contig4701,6,11.191,LGC6.1/2
Contig47017,1,67.7185,collinear
Contig47021,13,24.672,collinear
Contig47024,9,46.571,collinear
Contig47025,7,39.90825,collinear
Contig47033,1,80.9515,buffer
Contig47037,8,10.4195,collinear
Contig47050,7,28.603,collinear
Contig47052,12,40.5365,NA
Contig47057,16,13.992,collinear
Contig47061,8,46.41525,collinear
Contig47062,7,28.0395,collinear
Contig47068,12,55.2365,NA
Contig47075,4,1.5085,LGC4.1
Contig47084,10,1.5235,LGC10.1
Contig47085,10,1.5235,LGC10.1
Contig47087,17,41.21980308,collinear
Contig47106,12,43.801,NA
Contig47108,5,50.3275,collinear
Contig47119,5,0.294,collinear
Contig47125,14,6.781,LGC14.1/2
Contig47128,17,20.987,collinear
Contig4713,13,45.0935,collinear
Contig47136,11,52.908,LGC11.1
Contig47148,6,30.2935,buffer
Contig47152,12,43.2235,NA
Contig47154,17,37.592,collinear
Contig4716,15,40.3265,collinear
Contig47171,6,41.166,collinear
Contig47177,11,52.908,LGC11.1
Contig4718,17,30.59333488,collinear
Contig47185,4,1.496041667,buffer
Contig47186,11,24.462,collinear
Contig47210,13,50.6885,collinear
Contig47214,8,54.086,collinear
Contig47222,4,1.5085,LGC4.1
Contig47224,4,26.7265,collinear
Contig47225,4,26.7265,collinear
Contig47236,1,0.9655,LGC1.1
Contig47239,8,10.4195,collinear
Contig47241,14,24.035,LGC14.3
Contig47250,3,65.4485,collinear
Contig47251,5,29.3765,collinear
Contig47253,13,6.326,collinear
Contig47257,14,1.551,LGC14.1/2
Contig4726,15,6.157,collinear
Contig47261,15,52.737,collinear
Contig47264,7,29.165,collinear
Contig47270,9,46.2685,collinear
Contig47273,4,7.6025,collinear
Contig47281,2,27.744,collinear
Contig47287,9,25.38912231,LGC9.1
Contig47290,3,15.137,collinear
Contig47292,9,41.8195,buffer
Contig47293,6,50.1875,collinear
Contig47294,12,52.961,NA
Contig47300,12,8.307,NA
Contig47303,2,85.7215,collinear
Contig47306,10,17.901,LGC10.2
Contig47310,9,28.0725,LGC9.1
Contig47315,4,14.1135,collinear
Contig47320,17,30.59333488,collinear
Contig47324,6,47.5805,collinear
Contig47330,15,25.4845,collinear
Contig47332,2,22.1835,collinear
Contig47342,1,55.6095,collinear
Contig47345,2,41.512,collinear
Contig47351,6,45.1125,collinear
Contig47352,9,3.8425,collinear
Contig47366,15,28.077,collinear
Contig47369,2,38.415,collinear
Contig47381,4,29.418,collinear
Contig47386,1,0.9655,LGC1.1
Contig474,2,41.512,collinear
Contig47402,17,41.023,collinear
Contig47405,1,0.9655,LGC1.1
Contig47410,6,41.447,collinear
Contig47418,4,1.4786,buffer
Contig47426,6,37.961,collinear
Contig47427,4,21.1535,collinear
Contig47428,10,13.6370972,LGC10.2
Contig47430,3,38.3115,collinear
Contig47431,1,24.41,collinear
Contig47435,6,36.2095,collinear
Contig47439,8,52.9455,collinear
Contig47447,13,0.606,collinear
Contig47453,5,14.224,collinear
Contig47455,1,68.2985,collinear
Contig47458,9,28.0725,LGC9.1
Contig47468,6,29.3,buffer
Contig47486,2,42.355,collinear
Contig47502,12,58.5588614,NA
Contig47505,13,0.606,collinear
Contig47509,8,10.1185,collinear
Contig47513,17,13.306,collinear
Contig47515,12,34.8625,NA
Contig47532,1,21.8705,collinear
Contig47536,9,28.0725,LGC9.1
Contig47545,1,46.538,collinear
Contig47563,12,55.812,NA
Contig47565,11,53.1745,buffer
Contig47566,9,37.3825,LGC9.1
Contig47574,1,0.9655,LGC1.1
Contig47584,10,44.0875,buffer
Contig47586,1,22.4345,collinear
Contig47587,16,5.5255,collinear
Contig47588,2,48.8225,collinear
Contig47591,11,52.908,LGC11.1
Contig47595,4,21.1535,collinear
Contig47599,1,33.67989443,collinear
Contig476,2,46.2925,collinear
Contig47609,1,42.9605,collinear
Contig47612,10,0.8665,buffer
Contig47620,1,42.9605,collinear
Contig47627,3,21.647,collinear
Contig47628,3,21.647,collinear
Contig4763,15,28.9395,collinear
Contig47634,1,42.9605,collinear
Contig47636,10,37.827,LGC10.2
Contig47640,4,1.5085,LGC4.1
Contig47641,1,41.2815,collinear
Contig47646,3,46.35147942,collinear
Contig47656,10,1.8525,LGC10.1
Contig47658,2,42.355,collinear
Contig47661,5,7.433,collinear
Contig47665,1,28.952,collinear
Contig47666,17,11.7525,collinear
Contig47667,1,41.2815,collinear
Contig47676,14,11.709,buffer
Contig47677,8,31.7975,collinear
Contig47682,17,24.9095,collinear
Contig47687,3,30.3035,collinear
Contig47688,16,49.9215,collinear
Contig47689,17,36.0035,collinear
Contig47691,4,12.657,collinear
Contig47698,15,35.8415,collinear
Contig47708,2,45.73,collinear
Contig47710,7,25.169,collinear
Contig47711,2,31.07,collinear
Contig47712,2,31.07,collinear
Contig47722,3,58.6295,collinear
Contig47724,7,9.63,collinear
Contig47731,16,4.5855,collinear
Contig47732,17,48.443,LGC17.1
Contig4774,12,55.2365,NA
Contig47747,6,36.7265,collinear
Contig47751,13,24.672,collinear
Contig47752,15,29.292,collinear
Contig47756,2,42.9175,collinear
Contig47757,3,30.583,collinear
Contig47764,6,55.2685,collinear
Contig4777,12,42.646,NA
Contig47770,14,10.2385,LGC14.1/2
Contig47775,14,26.3765,LGC14.3
Contig47779,7,20.3385,collinear
Contig47795,4,1.5085,LGC4.1
Contig47796,4,1.5085,LGC4.1
Contig47798,3,9.578,collinear
Contig47804,15,27.153,collinear
Contig47814,11,27.0925,collinear
Contig47816,8,54.3805,collinear
Contig47832,13,1.8645,collinear
Contig47833,1,0.9655,LGC1.1
Contig47839,12,54.0855,NA
Contig47840,7,37.4525,LGC7.1
Contig47846,2,54.1735,collinear
Contig47847,6,55.892,collinear
Contig47853,6,28.70922351,buffer
Contig47854,8,2.1455,collinear
Contig47856,1,32.359,collinear
Contig4787,7,5.5455,collinear
Contig47872,14,17.3545,buffer
Contig47873,14,17.3545,buffer
Contig47878,10,33.4435,LGC10.2
Contig47879,6,37.644,collinear
Contig47882,3,46.931,collinear
Contig47884,2,1.2045,LGC2.1
Contig47885,2,1.2045,LGC2.1
Contig47894,7,37.5965,buffer
Contig479,14,10.2385,LGC14.1/2
Contig47901,1,12.85,collinear
Contig47902,8,40.811,collinear
Contig47905,2,35.312,collinear
Contig47906,5,32.1585,collinear
Contig47916,13,1.8645,collinear
Contig47926,6,37.644,collinear
Contig47935,17,51.0565,LGC17.1
Contig47939,3,7.7255,collinear
Contig4794,1,12.85,collinear
Contig47943,5,26.52,collinear
Contig47944,5,25.0855,collinear
Contig47946,1,0.9655,LGC1.1
Contig47950,8,31.7975,collinear
Contig47953,9,8.7115,collinear
Contig47959,7,20.3385,collinear
Contig47963,5,11.683,collinear
Contig47969,11,53.1745,buffer
Contig47971,1,28.033,collinear
Contig47972,1,0.9655,LGC1.1
Contig47975,10,2.839,LGC10.1
Contig47979,2,85.7215,collinear
Contig47984,15,24.2155,collinear
Contig47986,1,46.8185,collinear
Contig47989,2,48.8225,collinear
Contig480,3,46.931,collinear
Contig48005,4,1.182333333,buffer
Contig48006,4,1.442055556,buffer
Contig48008,6,38.596,collinear
Contig48009,3,27.3695,collinear
Contig4801,17,31.94587616,collinear
Contig48013,14,10.2385,LGC14.1/2
Contig48022,3,15.7065,collinear
Contig48029,6,41.166,collinear
Contig48030,13,8.9415,collinear
Contig48032,4,47.2625,collinear
Contig48033,1,75.534,buffer
Contig48038,4,37.5875,collinear
Contig4804,2,46.2925,collinear
Contig48042,12,48.712,NA
Contig48043,3,38.5965,collinear
Contig48044,14,16.5125,buffer
Contig48052,6,47.651,collinear
Contig48053,1,41.561,collinear
Contig48066,8,36.585,collinear
Contig48067,17,1.4505,collinear
Contig48077,13,1.8645,collinear
Contig48078,13,1.8645,collinear
Contig4808,2,78.1735,collinear
Contig48083,4,44.974,collinear
Contig48086,1,46.538,collinear
Contig48088,12,41.491,NA
Contig48092,2,54.1735,collinear
Contig48098,11,24.462,collinear
Contig48101,9,37.3825,LGC9.1
Contig48106,10,11.108,LGC10.2
Contig48109,7,18.633,collinear
Contig48111,14,8.524,LGC14.1/2
Contig48118,12,19.008,NA
Contig48121,12,48.712,NA
Contig48127,9,28.0725,LGC9.1
Contig48130,8,47.4465,collinear
Contig48133,2,64.5765,collinear
Contig48139,5,3.446,collinear
Contig48146,3,40.3085,collinear
Contig48147,10,41.57451042,buffer
Contig48151,9,47.4765,collinear
Contig48153,3,26.7695,collinear
Contig4816,14,10.2385,LGC14.1/2
Contig48164,4,47.551,collinear
Contig48169,17,31.94587616,collinear
Contig48172,5,46.314,collinear
Contig48178,17,31.94587616,collinear
Contig4818,5,1.176,collinear
Contig48191,13,22.5265,collinear
Contig48194,15,40.8995,collinear
Contig48203,1,0.9655,LGC1.1
Contig48214,3,30.583,collinear
Contig48216,1,37.357,collinear
Contig48218,5,0.881,collinear
Contig48220,3,25.5905,collinear
Contig48221,7,5.5455,collinear
Contig48223,1,0.9655,LGC1.1
Contig48226,1,13.1505,collinear
Contig48233,15,56.494,collinear
Contig48237,7,4.692,collinear
Contig48241,6,37.644,collinear
Contig48244,1,73.2325,collinear
Contig48247,5,10.55,collinear
Contig4825,15,56.494,collinear
Contig48253,3,21.647,collinear
Contig48255,5,1.741,collinear
Contig4826,7,22.035,collinear
Contig48260,3,25.89,collinear
Contig48265,9,2.4175,collinear
Contig48269,7,17.4975,collinear
Contig48272,10,13.6370972,LGC10.2
Contig4828,5,29.946,collinear
Contig48282,2,69.9045,collinear
Contig48288,16,5.5255,collinear
Contig48290,6,53.101,collinear
Contig48293,13,15.663,collinear
Contig48294,4,29.1245,collinear
Contig48295,9,46.2685,collinear
Contig48299,17,61.7385,LGC17.1
Contig48319,2,48.8225,collinear
Contig4832,8,46.2085,collinear
Contig48329,4,4.3785,collinear
Contig4833,16,1.229,collinear
Contig48332,13,24.672,collinear
Contig48334,10,3.12,buffer
Contig48335,12,1.276,NA
Contig48338,1,0.9655,LGC1.1
Contig48342,1,39.74,collinear
Contig48343,1,41.2815,collinear
Contig48345,5,35.723,collinear
Contig48348,6,17.4365,LGC6.1/2
Contig48350,10,7.446,LGC10.2
Contig48357,2,85.1205,collinear
Contig48368,17,24.9095,collinear
Contig48370,2,17.7745,collinear
Contig48372,2,45.449,collinear
Contig48375,6,30.7235,buffer
Contig48379,4,47.551,collinear
Contig48383,6,0,buffer
Contig48386,5,50.619,collinear
Contig48389,6,26.378,LGC6.1/2
Contig48390,6,0,buffer
Contig48393,5,13.9415,collinear
Contig48395,1,0.896944444,buffer
Contig48399,9,30.619,LGC9.1
Contig48400,9,30.619,LGC9.1
Contig4841,9,11.6545,collinear
Contig48411,8,50.409,collinear
Contig4843,2,64.5765,collinear
Contig48433,3,40.3085,collinear
Contig48435,14,10.2385,LGC14.1/2
Contig48449,17,43.9735,collinear
Contig4845,5,23.9465,collinear
Contig48455,13,0,collinear
Contig48459,6,6.677,LGC6.1/2
Contig48460,17,20.677,collinear
Contig48461,17,20.677,collinear
Contig48468,2,42.074,collinear
Contig4847,12,46.1125,NA
Contig48473,3,47.7845,collinear
Contig48475,7,19.769,collinear
Contig48485,2,38.415,collinear
Contig48488,7,36.588,LGC7.1
Contig48491,4,1.3505,buffer
Contig48492,9,37.63272222,LGC9.1
Contig48496,13,44.5265,collinear
Contig4850,12,8.307,NA
Contig48500,9,9.273,collinear
Contig48501,14,10.2385,LGC14.1/2
Contig48510,4,36.259,collinear
Contig48513,9,3.8425,collinear
Contig48516,10,1.5235,LGC10.1
Contig48517,7,0.4065,collinear
Contig48522,17,46.9945,buffer
Contig48524,17,30.59333488,collinear
Contig4853,7,30.0185,collinear
Contig48530,5,26.52,collinear
Contig48533,9,52.999,collinear
Contig48536,1,18.15672388,collinear
Contig48544,16,34.149,collinear
Contig48545,9,46.2685,collinear
Contig48547,17,25.633,collinear
Contig48552,7,17.4975,collinear
Contig48559,10,0.29,buffer
Contig4856,2,86.027,collinear
Contig48566,7,26.2975,collinear
Contig48567,2,49.104,collinear
Contig48568,2,49.104,collinear
Contig4857,12,32.98692457,NA
Contig48586,1,31.3955,collinear
Contig48590,15,28.9395,collinear
Contig48596,17,24.3355,collinear
Contig48599,15,31.2575,collinear
Contig48604,14,10.2385,LGC14.1/2
Contig48608,3,33.145,collinear
Contig48633,2,14.518,buffer
Contig4864,11,14.3545,collinear
Contig48640,3,68.018,collinear
Contig48641,4,6.655,collinear
Contig48659,17,31.94587616,collinear
Contig48664,1,42.9605,collinear
Contig48676,1,0.9655,LGC1.1
Contig48681,13,8.9415,collinear
Contig48703,12,55.2365,NA
Contig48709,2,15.1345,buffer
Contig48712,4,27.79955316,collinear
Contig48717,8,46.2085,collinear
Contig48719,1,0.9655,LGC1.1
Contig48723,16,13.992,collinear
Contig48725,2,60.093,collinear
Contig48743,3,66.602,collinear
Contig48756,2,66.6275,collinear
Contig4877,3,18.728,collinear
Contig48779,2,85.7215,collinear
Contig4878,3,47.7845,collinear
Contig48780,9,7.7895,collinear
Contig48792,16,20.4515,collinear
Contig48796,2,58.3235,collinear
Contig48798,12,48.712,NA
Contig48822,1,31.0895,collinear
Contig4883,1,46.8185,collinear
Contig48833,2,0.6405,buffer
Contig48838,3,32.2195,collinear
Contig48845,6,6.677,LGC6.1/2
Contig48846,3,24.399,collinear
Contig48847,9,37.3825,LGC9.1
Contig48848,9,36.46511051,LGC9.1
Contig48868,6,6.677,LGC6.1/2
Contig48869,15,53.11389089,collinear
Contig48871,12,44.957,NA
Contig48876,14,26.3765,LGC14.3
Contig48878,13,42.529,collinear
Contig48880,10,3.12,buffer
Contig48883,6,53.101,collinear
Contig48886,13,1.8645,collinear
Contig48889,5,7.714,collinear
Contig48891,1,46.8185,collinear
Contig48914,8,6.793,collinear
Contig48916,8,6.793,collinear
Contig48922,8,33.02,collinear
Contig48930,1,0.9655,LGC1.1
Contig48939,17,61.7385,LGC17.1
Contig48942,8,50.409,collinear
Contig48945,1,23.24086538,collinear
Contig48948,10,35.0515,LGC10.2
Contig48955,14,13.55737049,buffer
Contig48957,1,35.667,collinear
Contig48959,4,53.623,collinear
Contig48960,1,20.9185,collinear
Contig48962,13,42.529,collinear
Contig48966,6,45.1125,collinear
Contig48991,6,38.596,collinear
Contig48997,2,55.298,collinear
Contig48999,2,33.7995,collinear
Contig490,1,73.803,collinear
Contig49018,15,1.9025,collinear
Contig49025,1,32.359,collinear
Contig49027,17,11.7525,collinear
Contig49045,5,32.1585,collinear
Contig49052,10,23.117,LGC10.2
Contig49062,11,53.1745,buffer
Contig49064,10,3.12,buffer
Contig49068,5,0.294,collinear
Contig49071,9,29.2155,LGC9.1
Contig49072,4,12.373,collinear
Contig4908,10,17.901,LGC10.2
Contig49080,3,30.583,collinear
Contig49081,1,31.0895,collinear
Contig49082,10,23.6735,LGC10.2
Contig49086,6,19.7595,LGC6.1/2
Contig49091,1,56.454,collinear
Contig49092,11,52.82392857,buffer
Contig491,3,24.7115,collinear
Contig4910,12,55.2365,NA
Contig49100,5,42.2,collinear
Contig49108,2,83.317,collinear
Contig49111,2,60.093,collinear
Contig49115,8,20.376,collinear
Contig49123,9,17.0985,collinear
Contig49125,5,45.739,collinear
Contig49133,2,54.1735,collinear
Contig49139,1,0.9655,LGC1.1
Contig49159,16,44.2675,collinear
Contig49161,3,38.3115,collinear
Contig49164,10,15.4495,LGC10.2
Contig49166,16,2.097,collinear
Contig49174,4,15.839,collinear
Contig49180,5,18.343,collinear
Contig49188,15,8.74,collinear
Contig49192,14,10.2385,LGC14.1/2
Contig49197,1,46.538,collinear
Contig49204,1,62.0805,collinear
Contig49205,15,35.5555,collinear
Contig49207,15,56.494,collinear
Contig49216,4,1.094833333,buffer
Contig49229,6,53.101,collinear
Contig49234,12,29.627,NA
Contig49235,1,0.9655,LGC1.1
Contig49240,1,31.0895,collinear
Contig49258,1,37.6385,collinear
Contig49260,4,10.0735,collinear
Contig49264,3,29.1695,collinear
Contig49265,3,29.1695,collinear
Contig49275,6,60.254,collinear
Contig49279,13,14.89019217,collinear
Contig49304,1,1.528,buffer
Contig49306,5,38.6825,collinear
Contig49319,4,14.1135,collinear
Contig49325,12,52.961,NA
Contig49326,2,26.801,collinear
Contig49331,4,32.97033333,collinear
Contig49334,1,55.329,collinear
Contig49338,11,52.908,LGC11.1
Contig49348,13,32.067,collinear
Contig49355,5,29.3765,collinear
Contig49357,1,28.033,collinear
Contig49365,16,57.444,collinear
Contig4937,13,43.676,collinear
Contig49370,7,17.4975,collinear
Contig49371,7,16.9285,collinear
Contig49383,3,32.2195,collinear
Contig49385,9,52.999,collinear
Contig49387,9,51.5515,collinear
Contig49390,3,30.938,collinear
Contig49398,12,44.957,NA
Contig49405,12,41.00363629,NA
Contig49410,6,11.484,LGC6.1/2
Contig49420,7,16.9285,collinear
Contig49422,11,52.908,LGC11.1
Contig49423,12,48.712,NA
Contig49425,10,13.6370972,LGC10.2
Contig49454,17,24.9095,collinear
Contig49458,4,21.1535,collinear
Contig49459,12,8.307,NA
Contig4946,14,25.2435,LGC14.3
Contig49468,14,24.6475,LGC14.3
Contig49469,10,3.12,buffer
Contig49480,1,41.2815,collinear
Contig49481,17,12.6845,collinear
Contig49482,17,32.62273743,collinear
Contig495,3,30.3035,collinear
Contig49502,15,42.3545,collinear
Contig49505,1,20.9185,collinear
Contig49527,7,26.862,collinear
Contig49530,12,33.2045,NA
Contig49537,2,61.7765,collinear
Contig49538,2,41.512,collinear
Contig49544,5,35.086,collinear
Contig49549,5,24.516,collinear
Contig49550,9,30.619,LGC9.1
Contig49551,9,30.619,LGC9.1
Contig49560,9,6.3785,collinear
Contig49566,7,26.2975,collinear
Contig49576,12,46.449,NA
Contig49578,17,55.7255,LGC17.1
Contig49579,17,2.593,collinear
Contig49581,10,32.786,LGC10.2
Contig49582,4,29.1245,collinear
Contig49585,17,45.8605,collinear
Contig49600,8,20.376,collinear
Contig49614,14,24.9455,LGC14.3
Contig49623,13,31.223,collinear
Contig49632,8,51.536,collinear
Contig49642,8,40.531,collinear
Contig49655,3,33.145,collinear
Contig49657,2,35.027,collinear
Contig49671,8,10.713,collinear
Contig49679,6,29.5845,buffer
Contig49680,1,57.49425,collinear
Contig49681,1,65.429,collinear
Contig49689,10,0,buffer
Contig49691,13,51.3,collinear
Contig497,2,27.1155,collinear
Contig49700,8,29.5045,collinear
Contig49706,17,37.592,collinear
Contig49709,5,51.5745,collinear
Contig49715,4,1.273666667,buffer
Contig49718,3,63.143,collinear
Contig49719,1,42.1205,collinear
Contig49720,17,36.0035,collinear
Contig49721,9,28.0725,LGC9.1
Contig49735,6,38.913,collinear
Contig49736,6,38.913,collinear
Contig49738,14,48.71,collinear
Contig49740,12,28.202,NA
Contig49741,13,39.676,collinear
Contig49742,12,53.8045,NA
Contig49755,6,50.4695,collinear
Contig49761,8,31.7975,collinear
Contig49764,17,44.73516724,collinear
Contig49767,7,16.619,collinear
Contig49771,15,13.7265,collinear
Contig49777,2,42.6365,collinear
Contig49787,12,0,NA
Contig4979,2,58.3235,collinear
Contig49790,3,29.734,collinear
Contig49791,10,0.29,buffer
Contig49792,12,56.6905,NA
Contig49795,12,48.712,NA
Contig4980,12,46.1125,NA
Contig49802,12,46.1125,NA
Contig49811,9,28.0725,LGC9.1
Contig49816,1,51.951,collinear
Contig4982,1,65.7415,collinear
Contig49833,14,34.9385,buffer
Contig49834,5,14.224,collinear
Contig49844,7,28.883,collinear
Contig49845,4,34.929,collinear
Contig49850,17,31.94587616,collinear
Contig49852,9,6.6625,collinear
Contig49855,13,32.067,collinear
Contig49862,5,32.1585,collinear
Contig49868,12,48.712,NA
Contig49872,4,15.53852937,collinear
Contig49884,3,37.172,collinear
Contig49891,11,52.908,LGC11.1
Contig49897,6,55.892,collinear
Contig49908,12,60.235,NA
Contig49909,9,30.619,LGC9.1
Contig49912,3,29.1695,collinear
Contig49927,3,25.89,collinear
Contig49931,1,29.663,collinear
Contig49936,2,41.512,collinear
Contig49944,17,55.7255,LGC17.1
Contig49946,10,0.29,buffer
Contig49949,10,29.47154429,LGC10.2
Contig4995,15,29.292,collinear
Contig49957,6,28.70922351,buffer
Contig49978,13,26.1445,collinear
Contig49985,7,22.323,collinear
Contig49986,15,22.49,collinear
Contig49989,5,53.756,collinear
Contig49990,5,42.4935,collinear
Contig49995,7,29.165,collinear
Contig50,13,32.067,collinear
Contig50007,17,42.3425,collinear
Contig50009,1,73.803,collinear
Contig5001,5,21.9255,collinear
Contig50011,4,29.418,collinear
Contig50012,4,30.2985,collinear
Contig50016,8,46.2085,collinear
Contig5002,15,34.669,collinear
Contig50020,10,3.12,buffer
Contig50033,3,26.7695,collinear
Contig50054,14,10.2385,LGC14.1/2
Contig50064,17,31.4462037,collinear
Contig50070,5,42.2,collinear
Contig50073,3,16.277,collinear
Contig50074,4,32.46,collinear
