contig,LG,av,inv_status
Contig5066,7,39.766,collinear
Contig52966,7,39.766,collinear
Contig61464,7,39.766,collinear
Contig47025,7,39.90825,collinear
Contig100233,7,40.339,collinear
Contig115777,7,40.339,collinear
Contig127720,7,40.339,collinear
Contig137172,7,40.339,collinear
Contig165541,7,40.339,collinear
Contig188943,7,40.339,collinear
Contig3248,7,40.339,collinear
Contig353589,7,40.339,collinear
Contig359863,7,40.339,collinear
Contig39469,7,40.339,collinear
Contig43735,7,40.339,collinear
Contig43850,7,40.339,collinear
Contig45637,7,40.339,collinear
Contig50228,7,40.339,collinear
Contig5057,7,40.339,collinear
Contig5123,7,40.339,collinear
Contig51485,7,40.339,collinear
Contig51892,7,40.339,collinear
Contig53011,7,40.339,collinear
Contig56381,7,40.339,collinear
Contig58037,7,40.339,collinear
Contig58333,7,40.339,collinear
Contig59658,7,40.339,collinear
Contig60577,7,40.339,collinear
Contig61190,7,40.339,collinear
Contig63988,7,40.339,collinear
Contig64135,7,40.339,collinear
Contig65296,7,40.339,collinear
Contig65725,7,40.339,collinear
Contig66345,7,40.339,collinear
Contig66937,7,40.339,collinear
Contig6927,7,40.339,collinear
Contig70720,7,40.339,collinear
Contig70869,7,40.339,collinear
Contig71433,7,40.339,collinear
Contig78078,7,40.339,collinear
Contig79605,7,40.339,collinear
Contig88098,7,40.339,collinear
Contig92542,7,40.339,collinear
Contig1396,7,40.92356909,collinear
Contig10672,7,42.082,buffer
Contig228,7,42.082,buffer
Contig382031,7,42.082,buffer
Contig39854,7,42.082,buffer
Contig40494,7,42.082,buffer
Contig50555,7,42.082,buffer
Contig6251,7,42.082,buffer
Contig65294,7,42.082,buffer
Contig66150,7,42.082,buffer
Contig45745,7,43.005,LGC7.2
Contig122360,7,44.868,LGC7.2
Contig1786,7,44.868,LGC7.2
Contig77768,7,45.562,LGC7.2
Contig246,7,45.854,LGC7.2
Contig306790,7,45.854,LGC7.2
Contig3105,7,45.854,LGC7.2
Contig56237,7,45.854,LGC7.2
Contig61453,7,45.854,LGC7.2
Contig74694,7,45.854,LGC7.2
Contig85003,7,45.854,LGC7.2
Contig129425,7,47.32272029,LGC7.2
Contig78038,7,47.32272029,LGC7.2
Contig82302,7,47.32272029,LGC7.2
Contig87435,7,47.32272029,LGC7.2
Contig40163,7,47.6055,LGC7.2
Contig114499,7,49.158,LGC7.2
Contig184321,7,49.158,LGC7.2
Contig2472,7,49.158,LGC7.2
Contig42112,7,49.158,LGC7.2
Contig53748,7,49.158,LGC7.2
Contig61324,7,49.158,LGC7.2
Contig7358,7,49.158,LGC7.2
Contig2007,7,50.427,LGC7.2
Contig250931,7,50.427,LGC7.2
Contig3586,7,50.427,LGC7.2
Contig53069,7,50.7255,LGC7.2
Contig124540,7,51.372,buffer
Contig13999,7,51.372,buffer
Contig16791,7,51.372,buffer
Contig275796,7,51.372,buffer
Contig38127,7,51.372,buffer
Contig41248,7,51.372,buffer
Contig4379,7,51.372,buffer
Contig45589,7,51.372,buffer
Contig46725,7,51.372,buffer
Contig51260,7,51.372,buffer
Contig54075,7,51.372,buffer
Contig58198,7,51.372,buffer
Contig60925,7,51.372,buffer
Contig60926,7,51.372,buffer
Contig62064,7,51.372,buffer
Contig64183,7,51.372,buffer
Contig67316,7,51.372,buffer
Contig72100,7,51.372,buffer
Contig78117,7,51.372,buffer
Contig82228,7,51.372,buffer
Contig2580,8,0,collinear
Contig107730,8,1.8435,collinear
Contig13115,8,1.8435,collinear
Contig17178,8,1.8435,collinear
Contig203440,8,1.8435,collinear
Contig224503,8,1.8435,collinear
Contig85444,8,1.8435,collinear
Contig154,8,2.1455,collinear
Contig168917,8,2.1455,collinear
Contig199552,8,2.1455,collinear
Contig204722,8,2.1455,collinear
Contig226662,8,2.1455,collinear
Contig4492,8,2.1455,collinear
Contig4686,8,2.1455,collinear
Contig47854,8,2.1455,collinear
Contig54660,8,2.1455,collinear
Contig55778,8,2.1455,collinear
Contig57520,8,2.1455,collinear
Contig6341,8,2.1455,collinear
Contig74810,8,2.1455,collinear
Contig91274,8,2.1455,collinear
Contig67616,8,3.355,collinear
Contig70994,8,3.355,collinear
Contig73675,8,3.355,collinear
Contig96547,8,3.355,collinear
Contig3316,8,3.388125,collinear
Contig87050,8,3.55375,collinear
Contig10469,8,6.488,collinear
Contig106720,8,6.488,collinear
Contig125611,8,6.488,collinear
Contig158395,8,6.488,collinear
Contig256862,8,6.488,collinear
Contig28666,8,6.488,collinear
Contig5913,8,6.488,collinear
Contig7133,8,6.488,collinear
Contig86598,8,6.488,collinear
Contig97816,8,6.488,collinear
Contig13771,8,6.793,collinear
Contig46074,8,6.793,collinear
Contig48914,8,6.793,collinear
Contig48916,8,6.793,collinear
Contig55375,8,6.793,collinear
Contig57651,8,6.793,collinear
Contig59103,8,6.793,collinear
Contig96035,8,6.793,collinear
Contig22811,8,7.634751885,collinear
Contig63699,8,9.78302803,collinear
Contig6773,8,9.78302803,collinear
Contig7315,8,9.78302803,collinear
Contig112851,8,10.1185,collinear
Contig11862,8,10.1185,collinear
Contig2018,8,10.1185,collinear
Contig30904,8,10.1185,collinear
Contig40596,8,10.1185,collinear
Contig4140,8,10.1185,collinear
Contig47509,8,10.1185,collinear
Contig6616,8,10.1185,collinear
Contig167041,8,10.4195,collinear
Contig41280,8,10.4195,collinear
Contig45000,8,10.4195,collinear
Contig47037,8,10.4195,collinear
Contig47239,8,10.4195,collinear
Contig7247,8,10.4195,collinear
Contig7279,8,10.4195,collinear
Contig31940,8,10.713,collinear
Contig45583,8,10.713,collinear
Contig45923,8,10.713,collinear
Contig49671,8,10.713,collinear
Contig80256,8,10.713,collinear
Contig168440,8,11.688,collinear
Contig67981,8,12.0755,collinear
Contig274142,8,12.40436712,collinear
Contig246459,8,12.8505,collinear
Contig55512,8,12.8505,collinear
Contig66298,8,12.8505,collinear
Contig69523,8,12.8505,collinear
Contig78754,8,12.8505,collinear
Contig12755,8,13.6225,collinear
Contig50246,8,13.6225,collinear
Contig5361,8,13.6225,collinear
Contig107654,8,14.0075,collinear
Contig19560,8,14.0075,collinear
Contig226604,8,14.0075,collinear
Contig254986,8,14.0075,collinear
Contig103727,8,14.345,collinear
Contig111271,8,14.345,collinear
Contig171231,8,14.345,collinear
Contig176938,8,14.345,collinear
Contig38574,8,14.345,collinear
Contig39421,8,14.345,collinear
Contig39422,8,14.345,collinear
Contig58246,8,14.345,collinear
Contig88241,8,14.345,collinear
Contig43350,8,15.7,collinear
Contig9744,8,15.994,collinear
Contig46661,8,16.61325,collinear
Contig181732,8,17.301,collinear
Contig3058,8,17.301,collinear
Contig38932,8,17.301,collinear
Contig42912,8,17.301,collinear
Contig6312,8,19.427,collinear
Contig121965,8,19.7875,collinear
Contig15192,8,19.7875,collinear
Contig165523,8,19.7875,collinear
Contig198355,8,19.7875,collinear
Contig39648,8,19.7875,collinear
Contig50625,8,19.7875,collinear
Contig57944,8,19.7875,collinear
Contig66027,8,19.7875,collinear
Contig6714,8,19.7875,collinear
Contig85678,8,19.7875,collinear
Contig101232,8,20.376,collinear
Contig109330,8,20.376,collinear
Contig110762,8,20.376,collinear
Contig12986,8,20.376,collinear
Contig154561,8,20.376,collinear
Contig156817,8,20.376,collinear
Contig16529,8,20.376,collinear
Contig185034,8,20.376,collinear
Contig268281,8,20.376,collinear
Contig275850,8,20.376,collinear
Contig2903,8,20.376,collinear
Contig3226,8,20.376,collinear
Contig374306,8,20.376,collinear
Contig39853,8,20.376,collinear
Contig41659,8,20.376,collinear
Contig46477,8,20.376,collinear
Contig49115,8,20.376,collinear
Contig49600,8,20.376,collinear
Contig61517,8,20.376,collinear
Contig68477,8,20.376,collinear
Contig68478,8,20.376,collinear
Contig70730,8,20.376,collinear
Contig72024,8,20.376,collinear
Contig76631,8,20.376,collinear
Contig83001,8,20.376,collinear
Contig95919,8,20.376,collinear
Contig96198,8,20.376,collinear
Contig262265,8,20.50651203,collinear
Contig20130,8,20.955,collinear
Contig84249,8,20.955,collinear
Contig123401,8,21.389,collinear
Contig66398,8,21.389,collinear
Contig12517,8,22.103,collinear
Contig1807,8,22.103,collinear
Contig27243,8,22.103,collinear
Contig41126,8,22.103,collinear
Contig45553,8,22.103,collinear
Contig61558,8,22.103,collinear
Contig92545,8,22.103,collinear
Contig97339,8,22.103,collinear
Contig10808,8,22.8935,collinear
Contig123211,8,22.8935,collinear
Contig16340,8,22.8935,collinear
Contig1680,8,22.8935,collinear
Contig38065,8,22.8935,collinear
Contig43732,8,22.8935,collinear
Contig53533,8,22.8935,collinear
Contig58065,8,22.8935,collinear
Contig58315,8,22.8935,collinear
Contig64391,8,22.8935,collinear
Contig7387,8,22.8935,collinear
Contig74093,8,22.8935,collinear
Contig74255,8,22.8935,collinear
Contig89234,8,22.8935,collinear
Contig1215,8,26.0585,collinear
Contig121736,8,26.0585,collinear
Contig253784,8,26.0585,collinear
Contig44386,8,26.0585,collinear
Contig44388,8,26.0585,collinear
Contig54002,8,26.0585,collinear
Contig76200,8,26.0585,collinear
Contig120541,8,26.348,collinear
Contig21124,8,26.348,collinear
Contig3836,8,26.348,collinear
Contig43512,8,26.348,collinear
Contig51576,8,26.348,collinear
Contig79615,8,26.635,collinear
Contig418,8,28.07,collinear
Contig1479,8,28.3585,collinear
Contig191471,8,28.3585,collinear
Contig87750,8,28.3585,collinear
Contig5543,8,29.2185,collinear
Contig64484,8,29.2185,collinear
Contig8371,8,29.2185,collinear
Contig84841,8,29.2185,collinear
Contig85295,8,29.2185,collinear
Contig86458,8,29.2185,collinear
Contig102238,8,29.5045,collinear
Contig126685,8,29.5045,collinear
Contig156697,8,29.5045,collinear
Contig2402,8,29.5045,collinear
Contig2922,8,29.5045,collinear
Contig41045,8,29.5045,collinear
Contig41957,8,29.5045,collinear
Contig49700,8,29.5045,collinear
Contig52157,8,29.5045,collinear
Contig57158,8,29.5045,collinear
Contig5872,8,29.5045,collinear
Contig63609,8,29.5045,collinear
Contig832,8,29.5045,collinear
Contig8641,8,29.5045,collinear
Contig53418,8,29.586,collinear
Contig84536,8,29.718625,collinear
Contig109823,8,29.79,collinear
Contig247609,8,29.79,collinear
Contig267705,8,29.79,collinear
Contig284629,8,29.79,collinear
Contig3031,8,29.79,collinear
Contig39415,8,29.79,collinear
Contig44523,8,29.79,collinear
Contig59197,8,29.79,collinear
Contig64150,8,29.79,collinear
Contig75674,8,29.79,collinear
Contig85641,8,29.79,collinear
Contig4156,8,29.90127778,collinear
Contig105200,8,31.3655,collinear
Contig38395,8,31.3655,collinear
Contig117133,8,31.38921429,collinear
Contig101620,8,31.7975,collinear
Contig10248,8,31.7975,collinear
Contig110878,8,31.7975,collinear
Contig11430,8,31.7975,collinear
Contig132915,8,31.7975,collinear
Contig13308,8,31.7975,collinear
Contig14622,8,31.7975,collinear
Contig158884,8,31.7975,collinear
Contig1635,8,31.7975,collinear
Contig1744,8,31.7975,collinear
Contig244107,8,31.7975,collinear
Contig245766,8,31.7975,collinear
Contig250389,8,31.7975,collinear
Contig25452,8,31.7975,collinear
Contig3501,8,31.7975,collinear
Contig371813,8,31.7975,collinear
Contig38304,8,31.7975,collinear
Contig38305,8,31.7975,collinear
Contig38306,8,31.7975,collinear
Contig38307,8,31.7975,collinear
Contig38766,8,31.7975,collinear
Contig41239,8,31.7975,collinear
Contig42470,8,31.7975,collinear
Contig46320,8,31.7975,collinear
Contig4684,8,31.7975,collinear
Contig47677,8,31.7975,collinear
Contig47950,8,31.7975,collinear
Contig49761,8,31.7975,collinear
Contig51326,8,31.7975,collinear
Contig51721,8,31.7975,collinear
Contig52440,8,31.7975,collinear
Contig52552,8,31.7975,collinear
Contig52671,8,31.7975,collinear
Contig53032,8,31.7975,collinear
Contig54858,8,31.7975,collinear
Contig56546,8,31.7975,collinear
Contig59830,8,31.7975,collinear
Contig59831,8,31.7975,collinear
Contig65794,8,31.7975,collinear
Contig67055,8,31.7975,collinear
Contig68039,8,31.7975,collinear
Contig70810,8,31.7975,collinear
Contig70907,8,31.7975,collinear
Contig71859,8,31.7975,collinear
Contig72258,8,31.7975,collinear
Contig75645,8,31.7975,collinear
Contig7777,8,31.7975,collinear
Contig79724,8,31.7975,collinear
Contig81363,8,31.7975,collinear
Contig86317,8,31.7975,collinear
Contig93443,8,31.7975,collinear
Contig96212,8,31.7975,collinear
Contig97557,8,31.7975,collinear
Contig9801,8,31.7975,collinear
Contig981,8,31.7975,collinear
Contig186587,8,33.02,collinear
Contig209050,8,33.02,collinear
Contig38744,8,33.02,collinear
Contig44777,8,33.02,collinear
Contig48922,8,33.02,collinear
Contig54018,8,33.02,collinear
Contig59509,8,33.02,collinear
Contig62377,8,33.02,collinear
Contig78746,8,33.02,collinear
Contig89366,8,33.02,collinear
Contig245396,8,35.164,collinear
Contig45202,8,35.164,collinear
Contig46790,8,35.164,collinear
Contig51978,8,35.164,collinear
Contig55548,8,35.164,collinear
Contig56172,8,35.164,collinear
Contig57448,8,35.164,collinear
Contig58573,8,35.164,collinear
Contig59140,8,35.164,collinear
Contig63573,8,35.164,collinear
Contig70224,8,35.164,collinear
Contig73250,8,35.164,collinear
Contig95234,8,35.164,collinear
Contig124623,8,35.4435,collinear
Contig15648,8,35.4435,collinear
Contig203467,8,35.4435,collinear
Contig2094,8,35.4435,collinear
Contig3651,8,35.4435,collinear
Contig9742,8,35.4435,collinear
Contig153298,8,35.8235,collinear
Contig114377,8,36.585,collinear
Contig17492,8,36.585,collinear
Contig179685,8,36.585,collinear
Contig38470,8,36.585,collinear
Contig48066,8,36.585,collinear
Contig50943,8,36.585,collinear
Contig5316,8,36.585,collinear
Contig53672,8,36.585,collinear
Contig54389,8,36.585,collinear
Contig57240,8,36.585,collinear
Contig65678,8,36.585,collinear
Contig84000,8,36.585,collinear
Contig97599,8,36.585,collinear
Contig1100,8,37.705,collinear
Contig11807,8,37.705,collinear
Contig120756,8,37.705,collinear
Contig13340,8,37.705,collinear
Contig167180,8,37.705,collinear
Contig384600,8,37.705,collinear
Contig42575,8,37.705,collinear
Contig63690,8,37.705,collinear
Contig91642,8,37.705,collinear
Contig98127,8,37.705,collinear
Contig131115,8,37.9855,collinear
Contig65300,8,37.9855,collinear
Contig87972,8,37.9855,collinear
Contig46717,8,39.4045,collinear
Contig57533,8,39.4045,collinear
Contig42595,8,39.65007143,collinear
Contig107891,8,39.691,collinear
Contig121289,8,39.691,collinear
Contig122833,8,39.691,collinear
Contig128674,8,39.691,collinear
Contig129133,8,39.691,collinear
Contig134021,8,39.691,collinear
Contig137627,8,39.691,collinear
Contig148385,8,39.691,collinear
Contig150760,8,39.691,collinear
Contig15671,8,39.691,collinear
Contig190461,8,39.691,collinear
Contig23878,8,39.691,collinear
Contig40047,8,39.691,collinear
Contig402,8,39.691,collinear
Contig41480,8,39.691,collinear
Contig416,8,39.691,collinear
Contig44136,8,39.691,collinear
Contig45651,8,39.691,collinear
Contig5299,8,39.691,collinear
Contig54,8,39.691,collinear
Contig54128,8,39.691,collinear
Contig5431,8,39.691,collinear
Contig55597,8,39.691,collinear
Contig57879,8,39.691,collinear
Contig60325,8,39.691,collinear
Contig60665,8,39.691,collinear
Contig64669,8,39.691,collinear
Contig65308,8,39.691,collinear
Contig67633,8,39.691,collinear
Contig719,8,39.691,collinear
Contig73385,8,39.691,collinear
Contig75407,8,39.691,collinear
Contig76759,8,39.691,collinear
Contig77427,8,39.691,collinear
Contig80493,8,39.691,collinear
Contig83426,8,39.691,collinear
Contig87363,8,39.691,collinear
Contig98649,8,39.691,collinear
Contig141987,8,39.972,collinear
Contig40116,8,40.531,collinear
Contig45525,8,40.531,collinear
Contig49642,8,40.531,collinear
Contig51073,8,40.531,collinear
Contig53013,8,40.531,collinear
Contig54316,8,40.531,collinear
Contig73095,8,40.531,collinear
Contig75602,8,40.531,collinear
Contig134814,8,40.811,collinear
Contig139283,8,40.811,collinear
Contig147667,8,40.811,collinear
Contig188124,8,40.811,collinear
Contig22865,8,40.811,collinear
Contig3731,8,40.811,collinear
Contig374207,8,40.811,collinear
Contig43117,8,40.811,collinear
Contig43709,8,40.811,collinear
Contig46418,8,40.811,collinear
Contig46432,8,40.811,collinear
Contig47902,8,40.811,collinear
Contig50884,8,40.811,collinear
Contig54754,8,40.811,collinear
Contig55591,8,40.811,collinear
Contig56481,8,40.811,collinear
Contig58777,8,40.811,collinear
Contig6151,8,40.811,collinear
Contig62786,8,40.811,collinear
Contig64396,8,40.811,collinear
Contig71221,8,40.811,collinear
Contig90550,8,40.811,collinear
Contig92853,8,40.811,collinear
Contig117388,8,41.409,collinear
Contig18585,8,41.409,collinear
Contig191008,8,41.409,collinear
Contig65045,8,41.409,collinear
Contig76592,8,41.409,collinear
Contig63394,8,41.6787,collinear
Contig13026,8,41.8585,collinear
Contig80127,8,41.8585,collinear
Contig4574,8,42.6075,collinear
Contig121356,8,42.9065,collinear
Contig130049,8,42.9065,collinear
Contig1639,8,42.9065,collinear
Contig185770,8,42.9065,collinear
Contig29350,8,42.9065,collinear
Contig38971,8,42.9065,collinear
Contig6466,8,42.9065,collinear
Contig74194,8,42.9065,collinear
Contig85058,8,42.9065,collinear
Contig86431,8,42.9065,collinear
Contig44779,8,44.106,collinear
Contig7052,8,44.106,collinear
Contig9058,8,44.106,collinear
Contig102107,8,45.608,collinear
Contig1401,8,45.608,collinear
Contig86650,8,45.608,collinear
Contig156743,8,45.9085,collinear
Contig16288,8,45.9085,collinear
Contig178880,8,45.9085,collinear
Contig40405,8,45.9085,collinear
Contig4417,8,45.9085,collinear
Contig80912,8,45.9085,collinear
Contig100851,8,46.2085,collinear
Contig105,8,46.2085,collinear
Contig120411,8,46.2085,collinear
Contig12209,8,46.2085,collinear
Contig124397,8,46.2085,collinear
Contig12861,8,46.2085,collinear
Contig13,8,46.2085,collinear
Contig157073,8,46.2085,collinear
Contig177534,8,46.2085,collinear
Contig1837,8,46.2085,collinear
Contig190280,8,46.2085,collinear
Contig212985,8,46.2085,collinear
Contig245886,8,46.2085,collinear
Contig267742,8,46.2085,collinear
Contig303083,8,46.2085,collinear
Contig378224,8,46.2085,collinear
Contig41044,8,46.2085,collinear
Contig43194,8,46.2085,collinear
Contig4373,8,46.2085,collinear
Contig4832,8,46.2085,collinear
Contig48717,8,46.2085,collinear
Contig50016,8,46.2085,collinear
Contig52050,8,46.2085,collinear
Contig5518,8,46.2085,collinear
Contig57820,8,46.2085,collinear
Contig60218,8,46.2085,collinear
Contig6561,8,46.2085,collinear
Contig66418,8,46.2085,collinear
Contig66989,8,46.2085,collinear
Contig72987,8,46.2085,collinear
Contig8227,8,46.2085,collinear
Contig354301,8,46.311875,collinear
Contig62170,8,46.314,collinear
Contig43892,8,46.41525,collinear
Contig47061,8,46.41525,collinear
Contig72194,8,46.41525,collinear
Contig160515,8,46.4155,collinear
Contig98502,8,46.48416667,collinear
Contig56209,8,46.5393,collinear
Contig113898,8,46.622,collinear
Contig142681,8,46.622,collinear
Contig18542,8,46.622,collinear
Contig231428,8,46.622,collinear
Contig3155,8,46.622,collinear
Contig3319,8,46.622,collinear
Contig39706,8,46.622,collinear
Contig46596,8,46.622,collinear
Contig50157,8,46.622,collinear
Contig74624,8,46.622,collinear
Contig77085,8,46.622,collinear
Contig73329,8,47.44538184,collinear
Contig48130,8,47.4465,collinear
Contig63547,8,47.4465,collinear
Contig165138,8,47.8575,collinear
Contig185305,8,47.8575,collinear
Contig237208,8,47.8575,collinear
Contig3605,8,47.8575,collinear
Contig3899,8,47.8575,collinear
Contig45225,8,47.8575,collinear
Contig4621,8,47.8575,collinear
Contig59274,8,47.8575,collinear
Contig81342,8,47.8575,collinear
Contig99139,8,47.8575,collinear
Contig107089,8,48.757,collinear
Contig60608,8,48.757,collinear
Contig134178,8,50.409,collinear
Contig164301,8,50.409,collinear
Contig170082,8,50.409,collinear
Contig249365,8,50.409,collinear
Contig332453,8,50.409,collinear
Contig40383,8,50.409,collinear
Contig43261,8,50.409,collinear
Contig46120,8,50.409,collinear
Contig48411,8,50.409,collinear
Contig48942,8,50.409,collinear
Contig56409,8,50.409,collinear
Contig65205,8,50.409,collinear
Contig74521,8,50.409,collinear
Contig77846,8,50.409,collinear
Contig78173,8,50.54975,collinear
Contig1052,8,50.6905,collinear
Contig112600,8,50.6905,collinear
Contig113041,8,50.6905,collinear
Contig1658,8,50.6905,collinear
Contig191771,8,50.6905,collinear
Contig23164,8,50.6905,collinear
Contig4238,8,50.6905,collinear
Contig5976,8,50.6905,collinear
Contig6565,8,50.6905,collinear
Contig7776,8,50.6905,collinear
Contig107733,8,50.9725,collinear
Contig40009,8,50.9725,collinear
Contig106914,8,51.536,collinear
Contig116025,8,51.536,collinear
Contig119823,8,51.536,collinear
Contig128044,8,51.536,collinear
Contig15950,8,51.536,collinear
Contig2574,8,51.536,collinear
Contig361480,8,51.536,collinear
Contig49632,8,51.536,collinear
Contig50469,8,51.536,collinear
Contig53886,8,51.536,collinear
Contig62600,8,51.536,collinear
Contig6581,8,51.536,collinear
Contig76664,8,51.536,collinear
Contig869,8,51.536,collinear
Contig53280,8,51.59,collinear
Contig1069,8,51.611,collinear
Contig50470,8,51.677,collinear
Contig1758,8,51.686,collinear
Contig290956,8,51.818,collinear
Contig51838,8,51.818,collinear
Contig96216,8,52.3815,collinear
Contig63734,8,52.4755,collinear
Contig79116,8,52.6635,collinear
Contig51797,8,52.82022222,collinear
Contig200221,8,52.9455,collinear
Contig40687,8,52.9455,collinear
Contig47439,8,52.9455,collinear
Contig51228,8,52.9455,collinear
Contig85386,8,52.9455,collinear
Contig86581,8,52.9455,collinear
Contig86582,8,52.9455,collinear
Contig42325,8,54.086,collinear
Contig47214,8,54.086,collinear
Contig92027,8,54.086,collinear
Contig62824,8,54.23325,collinear
Contig217480,8,54.3805,collinear
Contig308056,8,54.3805,collinear
Contig3143,8,54.3805,collinear
Contig39227,8,54.3805,collinear
Contig42551,8,54.3805,collinear
Contig46111,8,54.3805,collinear
Contig47816,8,54.3805,collinear
Contig50597,8,54.3805,collinear
Contig50598,8,54.3805,collinear
Contig57867,8,54.3805,collinear
Contig66682,8,54.3805,collinear
Contig77563,8,54.3805,collinear
Contig8197,8,54.3805,collinear
Contig83885,8,54.3805,collinear
Contig88786,8,54.3805,collinear
Contig90476,8,54.3805,collinear
Contig91521,8,54.3805,collinear
Contig98509,8,54.3805,collinear
Contig23291,9,1.20875,collinear
Contig18242,9,1.842,collinear
Contig6891,9,1.842,collinear
Contig96021,9,1.842,collinear
Contig96032,9,1.842,collinear
Contig105430,9,2.4175,collinear
Contig111208,9,2.4175,collinear
Contig130871,9,2.4175,collinear
Contig1366,9,2.4175,collinear
Contig140629,9,2.4175,collinear
Contig148440,9,2.4175,collinear
Contig151748,9,2.4175,collinear
Contig15597,9,2.4175,collinear
Contig236069,9,2.4175,collinear
Contig266150,9,2.4175,collinear
Contig319757,9,2.4175,collinear
Contig3761,9,2.4175,collinear
Contig38864,9,2.4175,collinear
Contig46263,9,2.4175,collinear
Contig48265,9,2.4175,collinear
Contig50923,9,2.4175,collinear
Contig5201,9,2.4175,collinear
Contig54892,9,2.4175,collinear
Contig54893,9,2.4175,collinear
Contig5618,9,2.4175,collinear
Contig57105,9,2.4175,collinear
Contig59188,9,2.4175,collinear
Contig60442,9,2.4175,collinear
Contig66098,9,2.4175,collinear
Contig66882,9,2.4175,collinear
Contig66884,9,2.4175,collinear
Contig71218,9,2.4175,collinear
Contig74941,9,2.4175,collinear
Contig75338,9,2.4175,collinear
Contig79865,9,2.4175,collinear
Contig814,9,2.4175,collinear
Contig89680,9,2.4175,collinear
Contig91154,9,2.4175,collinear
Contig92038,9,2.4175,collinear
Contig94834,9,2.4175,collinear
Contig97029,9,2.4175,collinear
Contig39032,9,2.7025,collinear
Contig53742,9,2.7025,collinear
Contig73701,9,2.7025,collinear
Contig77446,9,2.7025,collinear
Contig98484,9,2.7025,collinear
Contig10222,9,3.8425,collinear
Contig178530,9,3.8425,collinear
Contig195138,9,3.8425,collinear
Contig2185,9,3.8425,collinear
Contig325121,9,3.8425,collinear
Contig47352,9,3.8425,collinear
Contig48513,9,3.8425,collinear
Contig53509,9,3.8425,collinear
Contig9228,9,3.8425,collinear
Contig56116,9,5.814,collinear
Contig107222,9,6.3785,collinear
Contig109979,9,6.3785,collinear
Contig127662,9,6.3785,collinear
Contig1398,9,6.3785,collinear
Contig2020,9,6.3785,collinear
Contig221156,9,6.3785,collinear
Contig45899,9,6.3785,collinear
Contig49560,9,6.3785,collinear
Contig53008,9,6.3785,collinear
Contig5397,9,6.3785,collinear
Contig58879,9,6.3785,collinear
Contig61293,9,6.3785,collinear
Contig63364,9,6.3785,collinear
Contig70826,9,6.3785,collinear
Contig7085,9,6.3785,collinear
Contig717,9,6.3785,collinear
Contig78847,9,6.3785,collinear
Contig79863,9,6.3785,collinear
Contig79950,9,6.3785,collinear
Contig80871,9,6.3785,collinear
Contig80873,9,6.3785,collinear
Contig94884,9,6.3785,collinear
Contig43441,9,6.5205,collinear
Contig66140,9,6.5205,collinear
Contig1653,9,6.6625,collinear
Contig280141,9,6.6625,collinear
Contig49852,9,6.6625,collinear
Contig52951,9,6.6625,collinear
Contig59010,9,6.6625,collinear
Contig65018,9,6.6625,collinear
Contig141570,9,6.9465,collinear
Contig292596,9,6.9465,collinear
Contig43268,9,6.9465,collinear
Contig56721,9,6.9465,collinear
Contig58636,9,6.9465,collinear
Contig77047,9,6.9465,collinear
Contig88047,9,6.9465,collinear
Contig94883,9,6.9465,collinear
Contig96095,9,6.9465,collinear
Contig221854,9,7.665137628,collinear
Contig48780,9,7.7895,collinear
Contig184920,9,8.7115,collinear
Contig189605,9,8.7115,collinear
Contig194896,9,8.7115,collinear
Contig349179,9,8.7115,collinear
Contig39918,9,8.7115,collinear
Contig40026,9,8.7115,collinear
Contig47953,9,8.7115,collinear
Contig52302,9,8.7115,collinear
Contig53326,9,8.7115,collinear
Contig62684,9,8.7115,collinear
Contig70013,9,8.7115,collinear
Contig71115,9,8.7115,collinear
Contig72590,9,8.7115,collinear
Contig74260,9,8.7115,collinear
Contig87941,9,8.7115,collinear
Contig48500,9,9.273,collinear
Contig14719,9,10.5035,collinear
Contig94751,9,10.5649,collinear
Contig5901,9,10.87833333,collinear
Contig56068,9,11.06575,collinear
Contig246457,9,11.4081875,collinear
Contig100954,9,11.628,collinear
Contig116510,9,11.628,collinear
Contig117774,9,11.628,collinear
Contig118724,9,11.628,collinear
Contig204664,9,11.628,collinear
Contig42995,9,11.628,collinear
Contig46275,9,11.628,collinear
Contig56818,9,11.628,collinear
Contig70227,9,11.628,collinear
Contig72808,9,11.628,collinear
Contig73793,9,11.628,collinear
Contig85209,9,11.628,collinear
Contig89474,9,11.628,collinear
Contig140669,9,11.6545,collinear
Contig164439,9,11.6545,collinear
Contig23376,9,11.6545,collinear
Contig237035,9,11.6545,collinear
Contig2673,9,11.6545,collinear
Contig39296,9,11.6545,collinear
Contig42996,9,11.6545,collinear
Contig46301,9,11.6545,collinear
Contig4841,9,11.6545,collinear
Contig51023,9,11.6545,collinear
Contig54040,9,11.6545,collinear
Contig14491,9,13.1655,collinear
Contig44612,9,13.1655,collinear
Contig62545,9,13.1655,collinear
Contig2087,9,15.885,collinear
Contig257721,9,15.885,collinear
Contig54130,9,15.885,collinear
Contig68961,9,15.885,collinear
Contig104733,9,17.0985,collinear
Contig14407,9,17.0985,collinear
Contig16902,9,17.0985,collinear
Contig17066,9,17.0985,collinear
Contig352580,9,17.0985,collinear
Contig39367,9,17.0985,collinear
Contig39498,9,17.0985,collinear
Contig40215,9,17.0985,collinear
Contig49123,9,17.0985,collinear
Contig56746,9,17.0985,collinear
Contig57857,9,17.0985,collinear
Contig61912,9,17.0985,collinear
Contig6556,9,17.0985,collinear
